id	filename	md5	size	state
8da73f6f-ad1d-4543-b138-246fa7035376	8da73f6f-ad1d-4543-b138-246fa7035376/GIRTH_p_TCGA_b108_137_SNP_N_GenomeWideSNP_6_A02_788008.nocnv_grch38.seg.v2.txt	523a92ba10a22b4adb055a38a6461cff	4284	validated
922a2549-95c3-4e37-9f29-af0703217ecd	922a2549-95c3-4e37-9f29-af0703217ecd/ODDLY_p_TCGASNP_165_184_N_GenomeWideSNP_6_B05_1051586.nocnv_grch38.seg.v2.txt	1508bde9377f809f22d6cadc1591c809	5241	validated
9e322cc3-49c9-4659-bbea-72f5468e714e	9e322cc3-49c9-4659-bbea-72f5468e714e/WITED_p_TCGA_b161_171_SNP_N_GenomeWideSNP_6_A01_845002.nocnv_grch38.seg.v2.txt	0bec46d84b3a866ca580bf4ac24b0827	84242	validated
a1b1a706-73c6-45c6-baf0-4e9a8dde6c72	a1b1a706-73c6-45c6-baf0-4e9a8dde6c72/CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_C06_1464368.nocnv_grch38.seg.v2.txt	f9a7f06f0d23d97b61d6214485920b9d	4031	validated
a612484a-b34c-4361-b463-94864e044ab3	a612484a-b34c-4361-b463-94864e044ab3/MICHE_p_TCGAb_428_429_NSP_GenomeWideSNP_6_F03_1521386.nocnv_grch38.seg.v2.txt	509e494741f235fed66a38e83c4d8c34	4428	validated
ae7a411f-2b05-4b55-8507-0e51615fa53c	ae7a411f-2b05-4b55-8507-0e51615fa53c/SNAKE_p_TCGAb_429_NSP_GenomeWideSNP_6_E07_1521132.nocnv_grch38.seg.v2.txt	cf1d25232cc26186c53540d8e4a18266	8019	validated
c0dcd6fb-3582-4ba5-aa6c-ea789c082e35	c0dcd6fb-3582-4ba5-aa6c-ea789c082e35/SNAKE_p_TCGAb_429_NSP_GenomeWideSNP_6_E12_1521030.nocnv_grch38.seg.v2.txt	f9c8ce8df0692957e3277d76591d4112	3052	validated
ce2b7064-e173-46a9-8e85-0803f9551b7a	ce2b7064-e173-46a9-8e85-0803f9551b7a/CLEAR_p_TCGA_b91_SNP_1N_GenomeWideSNP_6_B09_755700.nocnv_grch38.seg.v2.txt	048c70efc9282db72abc6fb36d60a08c	4580	validated
cf011ae6-008b-4835-bf01-ca712c06634b	cf011ae6-008b-4835-bf01-ca712c06634b/MICHE_p_TCGAb_428_429_NSP_GenomeWideSNP_6_F04_1521488.nocnv_grch38.seg.v2.txt	03d438b8d2a6d75c70cb557713fd03c5	2917	validated
d1483399-bc91-4871-a2f7-eeb68887d2cc	d1483399-bc91-4871-a2f7-eeb68887d2cc/CLADE_p_TCGASNP_184_195_N_GenomeWideSNP_6_G05_1039914.nocnv_grch38.seg.v2.txt	fda6933701da76997caab92c5876057b	3597	validated
d2e1fbad-13d4-4dff-9a01-614a23f46899	d2e1fbad-13d4-4dff-9a01-614a23f46899/MICHE_p_TCGAb_428_429_NSP_GenomeWideSNP_6_D10_1521370.nocnv_grch38.seg.v2.txt	3abf9a3e6e09b3e4f2e658a2fc96f900	6259	validated
d5b36655-956f-4d62-8ad8-a1f5da502ae0	d5b36655-956f-4d62-8ad8-a1f5da502ae0/STING_p_TCGAb_356_357_NSP_GenomeWideSNP_6_E03_1388322.nocnv_grch38.seg.v2.txt	166381a8c5b3a082395e06091cbc7faa	10752	validated
dbaab719-14ed-4cca-9617-802592cf576f	dbaab719-14ed-4cca-9617-802592cf576f/CLEAR_p_TCGA_b91_SNP_1N_GenomeWideSNP_6_E11_755648.nocnv_grch38.seg.v2.txt	290ac9a8f5bac1dd9c0445d05de71465	4670	validated
e34d4c2a-2cac-4ef0-9081-826edcd118e9	e34d4c2a-2cac-4ef0-9081-826edcd118e9/STING_p_TCGAb_356_357_NSP_GenomeWideSNP_6_E11_1388194.nocnv_grch38.seg.v2.txt	9e75416d1185ced255a7befd3c173e1d	10232	validated
ecc952d7-2f91-4762-b40b-7a93390ec96b	ecc952d7-2f91-4762-b40b-7a93390ec96b/WITED_p_TCGA_b161_171_SNP_N_GenomeWideSNP_6_F11_844994.nocnv_grch38.seg.v2.txt	6caee3ea27fee957090422d74b2a38a3	2636	validated
ef24d227-6f71-4063-9474-66d016638e72	ef24d227-6f71-4063-9474-66d016638e72/CLEAR_p_TCGA_b91_SNP_1N_GenomeWideSNP_6_F01_755584.nocnv_grch38.seg.v2.txt	401ae64194b383c6e9622fe5774f0ebf	13844	validated
